datetime,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,day_of_year,week,pm10_lag1,pm10_lag3,pm2_5_lag1,aqi_lag1,co_lag12,pm_ratio,pm2_5_x_no2,so2_x_pm10,aqi_change_rate,aqi_trend3,aqi_trend6,target_aqi_72h
2025-02-01 17:00:00,1738411200,5.0,1628.88,2.63,61.01,175.95,55.31,165.5,239.71,10.51,17,1,2,5,32,5,303.37,273.66,220.63,5.0,634.19,0.6904175850385149,10097.154999999999,13258.360100000002,0.0,0.0,0.0,3.0
2025-02-01 18:00:00,1738414800,5.0,1375.2,0.54,56.89,133.04,39.58,110.78,177.23,10.13,18,1,2,5,32,5,239.71,318.14,165.5,5.0,747.68,0.625063473311158,6302.2742,7014.763399999999,0.0,0.0,0.0,3.0
2025-02-01 19:00:00,1738418400,5.0,1615.52,0.0,71.29,87.26,27.18,89.21,148.89,15.2,19,1,2,5,32,5,177.23,303.37,110.78,5.0,1134.87,0.5991671663700238,6359.7809,4046.8301999999994,0.0,0.0,0.0,3.0
2025-02-01 20:00:00,1738422000,5.0,1922.61,0.0,78.83,69.38,23.84,92.42,149.37,22.55,20,1,2,5,32,5,148.89,239.71,89.21,5.0,2243.04,0.6187320036236728,7285.4686,3560.9808000000003,0.0,0.0,0.0,3.0
2025-02-01 21:00:00,1738425600,5.0,2243.04,0.0,83.63,58.65,27.18,111.84,169.42,30.65,21,1,2,5,32,5,149.37,177.23,92.42,5.0,4112.24,0.6601345728949678,9353.1792,4604.835599999999,0.0,0.0,0.0,3.0
2025-02-01 22:00:00,1738429200,5.0,2590.18,0.0,90.48,42.92,31.47,135.08,192.58,39.01,22,1,2,5,32,5,169.42,148.89,111.84,5.0,5554.2,0.7014227816937233,12222.038400000001,6060.4926000000005,0.0,0.0,0.0,4.0
2025-02-01 23:00:00,1738432800,5.0,2910.61,0.04,97.33,26.46,33.86,150.99,207.7,46.61,23,1,2,5,32,5,192.58,149.37,135.08,5.0,5767.82,0.7269619608716325,14695.8567,7032.722,0.0,0.0,0.0,4.0
2025-02-02 00:00:00,1738436400,5.0,2750.4,0.06,90.48,23.25,30.99,136.64,190.72,43.57,0,2,2,6,33,5,207.7,169.42,150.99,5.0,2590.18,0.7164429492636171,12363.187199999998,5910.4128,0.0,0.0,0.0,4.0
2025-02-02 01:00:00,1738440000,5.0,2109.53,0.0,65.8,36.12,24.08,98.25,146.94,31.66,1,2,2,6,33,5,190.72,192.58,136.64,5.0,2536.77,0.6686402567807251,6464.849999999999,3538.3151999999995,0.0,0.0,0.0,3.0
2025-02-02 02:00:00,1738443600,4.0,1468.66,0.0,41.47,54.36,19.31,70.04,113.14,23.05,2,2,2,6,33,5,146.94,207.7,98.25,5.0,2830.51,0.6190560312970124,2904.5588000000002,2184.7334,-1.0,-1.0,-1.0,3.0
2025-02-02 03:00:00,1738447200,4.0,1121.52,0.0,27.42,67.95,17.17,58.87,97.89,20.01,3,2,2,6,33,5,113.14,190.72,70.04,4.0,2803.8,0.6013893083932035,1614.2154,1680.7713,0.0,-1.0,-1.0,3.0
2025-02-02 04:00:00,1738450800,4.0,1001.36,0.0,21.93,73.67,16.45,55.75,91.86,19.25,4,2,2,6,33,5,97.89,146.94,58.87,4.0,2269.74,0.6069018004909449,1222.5975,1511.097,0.0,-1.0,-1.0,3.0
2025-02-02 05:00:00,1738454400,4.0,974.66,0.0,20.56,74.39,16.69,55.32,89.45,19.25,5,2,2,6,33,5,91.86,113.14,55.75,4.0,1628.88,0.6184460523371039,1137.3791999999999,1492.9205000000002,0.0,0.0,-1.0,4.0
2025-02-02 06:00:00,1738458000,4.0,1014.71,0.0,22.28,72.96,17.17,56.56,89.76,20.01,6,2,2,6,33,5,89.45,97.89,55.32,4.0,1375.2,0.6301247701634941,1260.1568000000002,1541.1792000000003,0.0,0.0,-1.0,4.0
2025-02-02 07:00:00,1738461600,4.0,1295.09,0.0,32.56,65.8,19.55,67.66,103.07,23.81,7,2,2,6,33,5,89.76,91.86,56.56,4.0,1615.52,0.6564470684345876,2203.0096,2015.0185,0.0,0.0,-1.0,5.0
2025-02-02 08:00:00,1738465200,5.0,2216.34,0.28,67.86,38.27,25.99,106.66,149.98,36.48,8,2,2,6,33,5,103.07,89.45,67.66,4.0,1922.61,0.7111614834567177,7237.9475999999995,3897.9801999999995,1.0,1.0,1.0,5.0
2025-02-02 09:00:00,1738468800,5.0,3337.86,15.42,97.33,19.67,32.9,144.5,198.3,48.13,9,2,2,6,33,5,149.98,89.76,106.66,5.0,2243.04,0.7286938944594357,14064.185,6524.07,0.0,1.0,1.0,5.0
2025-02-02 10:00:00,1738472400,5.0,3738.4,33.53,94.59,27.54,35.76,150.37,210.91,50.66,10,2,2,6,33,5,198.3,103.07,144.5,5.0,2590.18,0.7129581304207571,14223.498300000001,7542.141599999999,0.0,1.0,1.0,5.0
2025-02-02 11:00:00,1738476000,5.0,3017.43,23.69,80.2,53.64,35.76,127.37,186.05,43.06,11,2,2,6,33,5,210.91,149.98,150.37,5.0,2910.61,0.6846009100532066,10215.074,6653.148,0.0,0.0,1.0,5.0
2025-02-02 12:00:00,1738479600,4.0,988.01,3.3,23.65,131.61,28.37,66.82,109.2,12.54,12,2,2,6,33,5,186.05,198.3,127.37,5.0,2750.4,0.6119047563012384,1580.2929999999997,3098.0040000000004,-1.0,-1.0,0.0,5.0
2025-02-02 13:00:00,1738483200,4.0,720.98,1.79,14.57,151.63,27.42,61.36,100.19,7.92,13,2,2,6,33,5,109.2,210.91,66.82,4.0,2109.53,0.6124363647825495,894.0152,2747.2098,0.0,-1.0,0.0,5.0
2025-02-02 14:00:00,1738486800,4.0,727.65,1.82,15.77,157.36,30.28,62.69,101.53,7.66,14,2,2,6,33,5,100.19,186.05,61.36,4.0,1468.66,0.6174529634841627,988.6212999999999,3074.3284000000003,0.0,-1.0,-1.0,5.0
2025-02-02 15:00:00,1738490400,4.0,754.36,1.82,17.82,157.36,31.95,63.75,101.84,7.73,15,2,2,6,33,5,101.53,109.2,62.69,4.0,1121.52,0.6259819262963283,1136.025,3253.788,0.0,0.0,-1.0,5.0
2025-02-02 16:00:00,1738494000,4.0,781.06,1.58,20.39,154.5,32.9,64.05,101.32,8.04,16,2,2,6,33,5,101.84,100.19,63.75,4.0,1001.36,0.6321555405432734,1305.9795,3333.4279999999994,0.0,0.0,-1.0,5.0
2025-02-02 17:00:00,1738497600,4.0,821.11,0.99,24.33,148.77,34.81,64.45,101.89,8.49,17,2,2,6,33,5,101.32,101.53,64.05,4.0,974.66,0.6325448951561008,1568.0684999999999,3546.7909000000004,0.0,0.0,-1.0,5.0
2025-02-02 18:00:00,1738501200,4.0,1081.47,0.24,37.7,130.18,38.62,70.76,109.78,11.4,18,2,2,6,33,5,101.89,101.84,64.45,4.0,1014.71,0.6445618451032807,2667.6520000000005,4239.7036,0.0,0.0,0.0,4.0
2025-02-02 19:00:00,1738504800,5.0,1522.06,0.0,54.84,103.0,40.05,83.9,125.61,17.23,19,2,2,6,33,5,109.78,101.32,70.76,4.0,1295.09,0.6679404452834931,4601.076000000001,5030.6804999999995,1.0,1.0,1.0,4.0
2025-02-02 20:00:00,1738508400,5.0,1789.09,0.0,60.32,87.98,36.72,96.82,141.31,23.56,20,2,2,6,33,5,125.61,101.89,83.9,5.0,2216.34,0.6851602810476237,5840.1824,5188.9032,0.0,1.0,1.0,4.0
2025-02-02 21:00:00,1738512000,5.0,1789.09,0.0,50.72,85.83,31.95,101.95,147.83,27.11,21,2,2,6,33,5,141.31,109.78,96.82,5.0,3337.86,0.6896435047714029,5170.904,4723.168500000001,0.0,1.0,1.0,5.0
2025-02-02 22:00:00,1738515600,5.0,1562.12,0.0,38.39,90.84,26.46,95.91,141.33,26.09,22,2,2,6,33,5,147.83,125.61,101.95,5.0,3738.4,0.6786244910590498,3681.9849,3739.5918000000006,0.0,0.0,1.0,5.0
2025-02-02 23:00:00,1738519200,5.0,1388.55,0.0,31.53,94.41,22.17,88.46,132.6,24.07,23,2,2,6,33,5,141.33,141.31,95.91,5.0,3017.43,0.667119150323385,2789.1438,2939.742,0.0,0.0,1.0,5.0
2025-02-03 00:00:00,1738522800,5.0,1214.98,0.0,28.1,94.41,19.07,79.5,122.59,20.77,0,3,2,0,34,6,132.6,147.83,88.46,5.0,988.01,0.6485031352597835,2233.9500000000003,2337.7913000000003,0.0,0.0,1.0,5.0
2025-02-03 01:00:00,1738526400,4.0,1041.41,0.0,23.65,98.71,18.12,71.39,111.69,17.23,1,3,2,0,34,6,122.59,141.33,79.5,5.0,720.98,0.639179867139584,1688.3735,2023.8228000000001,-1.0,-1.0,-1.0,5.0
2025-02-03 02:00:00,1738530000,4.0,974.66,0.0,20.73,104.43,20.98,72.18,108.28,16.72,2,3,2,0,34,6,111.69,132.6,71.39,4.0,727.65,0.6666050917380395,1496.2914,2271.7144000000003,0.0,-1.0,-1.0,5.0
2025-02-03 03:00:00,1738533600,4.0,961.3,0.0,18.34,107.29,22.65,72.11,104.72,16.47,3,3,2,0,34,6,108.28,122.59,72.18,4.0,754.36,0.6885981599637303,1322.4974,2371.908,0.0,-1.0,-1.0,5.0
2025-02-03 04:00:00,1738537200,4.0,921.25,0.0,17.14,105.86,22.89,67.71,98.7,16.09,4,3,2,0,34,6,104.72,111.69,72.11,4.0,781.06,0.6860182301315275,1160.5493999999999,2259.243,0.0,0.0,-1.0,5.0
2025-02-03 05:00:00,1738540800,4.0,881.2,0.0,16.79,104.43,22.89,63.12,93.87,15.83,5,3,2,0,34,6,98.7,108.28,67.71,4.0,821.11,0.6724192961284831,1059.7848,2148.6843000000003,0.0,0.0,-1.0,5.0
2025-02-03 06:00:00,1738544400,4.0,934.6,0.0,19.19,101.57,24.08,64.63,95.62,16.97,6,3,2,0,34,6,93.87,104.72,63.12,4.0,1081.47,0.6759046153952665,1240.2497,2302.5296,0.0,0.0,-1.0,5.0
2025-02-03 07:00:00,1738548000,5.0,1335.14,0.0,32.22,88.69,28.85,84.15,118.16,23.56,7,3,2,0,34,6,95.62,98.7,64.63,4.0,1522.06,0.7121699330385077,2711.313,3408.916,1.0,1.0,1.0,5.0
2025-02-03 08:00:00,1738551600,5.0,2563.48,0.17,77.46,52.21,38.62,141.29,185.77,41.04,8,3,2,0,34,6,118.16,93.87,84.15,5.0,1789.09,0.7605641343566553,10944.3234,7174.4374,0.0,1.0,1.0,5.0
2025-02-03 09:00:00,1738555200,5.0,4165.65,15.87,123.38,19.67,49.59,202.14,260.83,59.28,9,3,2,0,34,6,185.77,95.62,141.29,5.0,1789.09,0.7749875368056299,24940.033199999998,12934.5597,0.0,1.0,1.0,5.0
2025-02-03 10:00:00,1738558800,5.0,4913.33,40.68,128.87,26.82,58.17,230.67,299.13,65.86,10,3,2,0,34,6,260.83,118.16,202.14,5.0,1562.12,0.7711362926783127,29726.4429,17400.3921,0.0,0.0,1.0,5.0
2025-02-03 11:00:00,1738562400,5.0,4646.3,35.32,128.87,51.5,65.8,235.28,305.84,63.33,11,3,2,0,34,6,299.13,185.77,230.67,5.0,1388.55,0.7692911301030241,30320.533600000002,20124.271999999997,0.0,0.0,1.0,5.0
2025-02-03 12:00:00,1738566000,5.0,1842.5,7.38,52.78,123.02,43.39,117.57,169.5,24.07,12,3,2,0,34,6,305.84,260.83,235.28,5.0,1214.98,0.6936283144918683,6205.344599999999,7354.6050000000005,0.0,0.0,1.0,5.0
2025-02-03 13:00:00,1738569600,5.0,1268.39,3.69,32.22,154.5,32.42,101.23,146.53,15.07,13,3,2,0,34,6,169.5,299.13,117.57,5.0,1041.41,0.6908482857377446,3261.6306,4750.502600000001,0.0,0.0,0.0,5.0
2025-02-03 14:00:00,1738573200,5.0,1068.12,2.4,24.33,174.52,24.8,97.75,140.4,11.78,14,3,2,0,34,6,146.53,305.84,101.23,5.0,974.66,0.6962250662662032,2378.2574999999997,3481.92,0.0,0.0,0.0,4.0
2025-02-03 15:00:00,1738576800,4.0,727.65,1.31,14.39,170.23,14.42,71.4,110.48,7.92,15,3,2,0,34,6,140.4,169.5,97.75,5.0,961.3,0.6462708123979832,1027.4460000000001,1593.1216,-1.0,-1.0,-1.0,4.0
2025-02-03 16:00:00,1738580400,4.0,540.73,0.85,9.68,148.77,9.06,49.88,86.07,5.57,16,3,2,0,34,6,110.48,146.53,71.4,4.0,921.25,0.5795282841927701,482.83840000000004,779.7941999999999,0.0,-1.0,-1.0,4.0
2025-02-03 17:00:00,1738584000,3.0,507.35,0.47,8.48,138.76,8.23,45.34,79.09,4.62,17,3,2,0,34,6,86.07,140.4,49.88,4.0,881.2,0.5732709498891017,384.48320000000007,650.9107,-1.0,-2.0,-2.0,4.0
2025-02-03 18:00:00,1738587600,3.0,547.41,0.11,10.28,133.04,9.3,47.52,79.48,4.69,18,3,2,0,34,6,79.09,110.48,45.34,3.0,934.6,0.5978862531720401,488.5056,739.1640000000001,0.0,-1.0,-2.0,4.0
2025-02-03 19:00:00,1738591200,3.0,560.76,0.0,10.97,131.61,9.54,49.44,80.71,4.62,19,3,2,0,34,6,79.48,86.07,47.52,3.0,1335.14,0.6125634913571616,542.3568,769.9733999999999,0.0,-1.0,-2.0,4.0
2025-02-03 20:00:00,1738594800,3.0,534.06,0.0,9.6,131.61,8.7,48.27,79.12,4.24,20,3,2,0,34,6,80.71,79.09,49.44,3.0,2563.48,0.6100859376884993,463.392,688.3439999999999,0.0,0.0,-2.0,5.0
2025-02-03 21:00:00,1738598400,3.0,560.76,0.0,11.82,125.89,9.06,47.38,77.76,5.07,21,3,2,0,34,6,79.12,79.48,48.27,3.0,4165.65,0.6093106917526917,560.0316,704.5056000000001,0.0,0.0,-1.0,5.0
2025-02-03 22:00:00,1738602000,3.0,547.41,0.0,12.68,120.16,8.46,42.0,70.86,5.51,22,3,2,0,34,6,77.76,80.71,47.38,3.0,4913.33,0.5927180271984472,532.56,599.4756000000001,0.0,0.0,-1.0,5.0
2025-02-03 23:00:00,1738605600,3.0,514.03,0.0,11.82,117.3,7.33,35.4,62.98,5.51,23,3,2,0,34,6,70.86,79.12,42.0,3.0,4646.3,0.562083192091407,418.428,461.6434,0.0,0.0,0.0,5.0
2025-02-04 00:00:00,1738609200,3.0,473.98,0.0,11.14,115.87,6.26,30.28,56.88,4.62,0,4,2,1,35,6,62.98,77.76,35.4,3.0,1842.5,0.5323487951415472,337.3192,356.0688,0.0,0.0,0.0,5.0
2025-02-04 01:00:00,1738612800,3.0,410.56,0.0,9.42,115.87,5.48,26.47,51.74,3.07,1,4,2,1,35,6,56.88,70.86,30.28,3.0,1268.39,0.5115964338694157,249.3474,283.53520000000003,0.0,0.0,0.0,4.0
2025-02-04 02:00:00,1738616400,3.0,380.52,0.0,7.63,115.87,5.25,24.16,48.55,2.75,2,4,2,1,35,6,51.74,62.98,26.47,3.0,1068.12,0.4976312976800969,184.3408,254.8875,0.0,0.0,0.0,4.0
2025-02-04 03:00:00,1738620000,3.0,350.48,0.0,6.08,114.44,4.65,19.66,43.05,2.72,3,4,2,1,35,6,48.55,56.88,24.16,3.0,727.65,0.45667827046043513,119.53280000000001,200.1825,0.0,0.0,0.0,4.0
2025-02-04 04:00:00,1738623600,3.0,330.45,0.0,5.48,114.44,4.35,14.48,34.35,2.82,4,4,2,1,35,6,43.05,51.74,19.66,3.0,540.73,0.42154292804824084,79.35040000000001,149.42249999999999,0.0,0.0,0.0,3.0
2025-02-04 05:00:00,1738627200,3.0,330.45,0.0,5.57,118.73,4.59,10.87,23.75,3.01,5,4,2,1,35,6,34.35,48.55,14.48,3.0,507.35,0.45768419125540244,60.545899999999996,109.0125,0.0,0.0,0.0,3.0
2025-02-04 06:00:00,1738630800,3.0,393.87,0.0,7.88,120.16,5.42,11.44,20.72,4.43,6,4,2,1,35,6,23.75,43.05,10.87,3.0,547.41,0.5521235254766638,90.1472,112.30239999999999,0.0,0.0,0.0,3.0
2025-02-04 07:00:00,1738634400,3.0,627.52,0.0,17.31,108.72,7.63,19.99,30.56,8.87,7,4,2,1,35,6,20.72,34.35,11.44,3.0,560.76,0.6541230152446657,346.02689999999996,233.1728,0.0,0.0,0.0,4.0
2025-02-04 08:00:00,1738638000,4.0,1388.55,0.25,50.72,76.53,13.11,50.3,67.43,19.51,8,4,2,1,35,6,30.56,23.75,19.99,3.0,534.06,0.7459587609972006,2551.216,884.0073000000001,1.0,1.0,1.0,5.0
2025-02-04 09:00:00,1738641600,5.0,2510.07,11.51,90.48,44.7,20.03,89.8,114.9,31.66,9,4,2,1,35,6,67.43,20.72,50.3,4.0,560.76,0.7815491663920873,8125.104,2301.447,1.0,2.0,2.0,5.0
2025-02-04 10:00:00,1738645200,5.0,2429.96,18.78,78.14,56.51,20.5,84.83,111.67,30.91,10,4,2,1,35,6,114.9,30.56,89.8,5.0,547.41,0.7596489588998929,6628.6161999999995,2289.235,0.0,2.0,2.0,5.0
2025-02-04 11:00:00,1738648800,4.0,1495.36,9.83,46.61,92.98,16.45,53.82,78.1,19.76,11,4,2,1,35,6,111.67,67.43,84.83,5.0,514.03,0.6891165084620167,2508.5502,1284.745,-1.0,0.0,1.0,5.0
2025-02-04 12:00:00,1738652400,3.0,460.62,1.62,10.02,131.61,6.79,15.95,34.27,4.43,12,4,2,1,35,6,78.1,114.9,53.82,4.0,473.98,0.46542163800928976,159.819,232.69330000000002,-1.0,-2.0,0.0,4.0
2025-02-04 13:00:00,1738656000,3.0,403.88,1.19,7.37,134.47,5.78,14.76,35.36,3.13,13,4,2,1,35,6,34.27,111.67,15.95,3.0,410.56,0.41742080267475107,108.7812,204.3808,0.0,-2.0,0.0,4.0
2025-02-04 14:00:00,1738659600,3.0,407.22,1.23,7.71,134.47,5.72,15.58,38.75,3.04,14,4,2,1,35,6,35.36,78.1,14.76,3.0,380.52,0.4020645057531741,120.1218,221.64999999999998,0.0,-1.0,-1.0,4.0
2025-02-04 15:00:00,1738663200,3.0,410.56,1.27,8.23,131.61,5.42,16.21,42.48,3.01,15,4,2,1,35,6,38.75,34.27,15.58,3.0,350.48,0.38159132811696506,133.40830000000003,230.24159999999998,0.0,0.0,-2.0,4.0
2025-02-04 16:00:00,1738666800,3.0,447.27,1.41,10.45,125.89,5.6,18.2,51.11,3.39,16,4,2,1,35,6,42.48,35.36,16.21,3.0,330.45,0.3560946907435983,190.18999999999997,286.21599999999995,0.0,0.0,-2.0,5.0
2025-02-04 17:00:00,1738670400,3.0,487.33,1.29,13.88,115.87,5.72,20.62,61.98,3.74,17,4,2,1,35,6,51.11,38.75,18.2,3.0,330.45,0.3326879584916432,286.2056,354.52559999999994,0.0,0.0,-1.0,5.0
2025-02-04 18:00:00,1738674000,3.0,674.25,0.71,26.73,97.27,7.39,24.33,69.6,5.57,18,4,2,1,35,6,61.98,42.48,20.62,3.0,393.87,0.3495689604946989,650.3408999999999,514.3439999999999,0.0,0.0,0.0,5.0
2025-02-04 19:00:00,1738677600,3.0,827.79,0.01,37.7,79.39,8.58,28.36,75.19,7.85,19,4,2,1,35,6,69.6,51.11,24.33,3.0,627.52,0.3771778111826332,1069.172,645.1302,0.0,0.0,0.0,5.0
2025-02-04 20:00:00,1738681200,3.0,867.84,0.0,37.36,75.82,8.82,33.7,83.38,10.13,20,4,2,1,35,6,75.19,61.98,28.36,3.0,1388.55,0.40417365790149135,1259.0320000000002,735.4116,0.0,0.0,0.0,5.0
2025-02-04 21:00:00,1738684800,3.0,1028.06,0.0,40.1,70.81,10.25,44.2,96.47,14.19,21,4,2,1,35,6,83.38,69.6,33.7,3.0,2510.07,0.45817352069893735,1772.42,988.8175,0.0,0.0,0.0,5.0
2025-02-04 22:00:00,1738688400,4.0,1188.28,0.0,42.16,67.95,11.32,55.53,109.26,18.24,22,4,2,1,35,6,96.47,75.19,44.2,3.0,2429.96,0.5082372276383194,2341.1448,1236.8232,1.0,1.0,1.0,5.0
2025-02-04 23:00:00,1738692000,4.0,1295.09,0.0,42.5,67.23,11.68,63.36,118.87,20.52,23,4,2,1,35,6,109.26,83.38,55.53,4.0,1495.36,0.5330192602589445,2692.8,1388.4016,0.0,1.0,1.0,5.0
2025-02-05 00:00:00,1738695600,4.0,1214.98,0.0,40.1,67.95,10.49,58.32,112.77,18.24,0,5,2,2,36,6,118.87,96.47,63.36,4.0,460.62,0.5171588142488356,2338.632,1182.9573,0.0,1.0,1.0,5.0
2025-02-05 01:00:00,1738699200,3.0,961.3,0.0,32.56,75.82,8.82,44.53,93.3,12.92,1,5,2,2,36,6,112.77,109.26,58.32,4.0,403.88,0.47727759402703546,1449.8968000000002,822.906,-1.0,-1.0,0.0,5.0
2025-02-05 02:00:00,1738702800,3.0,767.71,0.0,23.99,85.12,8.34,36.94,80.7,10.89,2,5,2,2,36,6,93.3,118.87,44.53,3.0,407.22,0.45774472790898724,886.1905999999999,673.038,0.0,-1.0,0.0,5.0
2025-02-05 03:00:00,1738706400,3.0,667.57,0.0,17.99,91.55,8.23,34.86,76.65,10.39,3,5,2,2,36,6,80.7,112.77,36.94,3.0,410.56,0.45479451461455295,627.1314,630.8295,0.0,-1.0,0.0,5.0
2025-02-05 04:00:00,1738710000,3.0,741.0,0.0,19.19,86.55,9.78,40.54,81.92,12.29,4,5,2,2,36,6,76.65,93.3,34.86,3.0,447.27,0.4948730408340693,777.9626000000001,801.1776,0.0,0.0,-1.0,5.0
2025-02-05 05:00:00,1738713600,4.0,947.95,0.0,25.36,70.81,12.99,53.18,95.03,15.45,5,5,2,2,36,6,81.92,80.7,40.54,3.0,487.33,0.559612747978399,1348.6448,1234.4397000000001,1.0,1.0,0.0,5.0
2025-02-05 06:00:00,1738717200,4.0,1268.39,0.0,36.67,50.78,16.93,70.94,117.08,18.24,6,5,2,2,36,6,95.03,76.65,53.18,4.0,674.25,0.6059104833796508,2601.3698,1982.1644,0.0,1.0,0.0,5.0
2025-02-05 07:00:00,1738720800,5.0,1869.2,0.03,58.95,30.76,21.22,101.71,156.84,25.08,7,5,2,2,36,6,117.08,81.92,70.94,4.0,827.79,0.6484952776811064,5995.8045,3328.1448,1.0,2.0,2.0,5.0
2025-02-05 08:00:00,1738724400,5.0,3471.37,13.52,104.19,3.98,30.28,177.88,247.33,45.09,8,5,2,2,36,6,156.84,95.03,101.71,5.0,867.84,0.71920106449197,18533.317199999998,7489.152400000001,0.0,1.0,2.0,5.0
2025-02-05 09:00:00,1738728000,5.0,5981.45,77.78,127.49,8.23,43.39,283.81,371.14,73.97,9,5,2,2,36,6,247.33,117.08,177.88,5.0,1028.06,0.7646979555836129,36182.9369,16103.7646,0.0,1.0,2.0,5.0
2025-02-05 10:00:00,1738731600,5.0,7904.05,123.38,153.54,16.27,55.79,360.8,459.72,94.23,10,5,2,2,36,6,371.14,156.84,283.81,5.0,1188.28,0.7848255442773306,55397.231999999996,25647.7788,0.0,0.0,2.0,5.0
2025-02-05 11:00:00,1738735200,5.0,8544.92,106.39,202.89,36.48,67.71,412.3,513.95,100.31,11,5,2,2,36,6,459.72,247.33,360.8,5.0,1295.09,0.8022181130417003,83651.54699999999,34799.5545,0.0,0.0,1.0,5.0
2025-02-05 12:00:00,1738738800,5.0,6942.75,51.86,205.64,83.68,76.29,372.36,461.85,77.01,12,5,2,2,36,6,513.95,371.14,412.3,5.0,1214.98,0.8062357890955163,76572.11039999999,35234.5365,0.0,0.0,1.0,5.0
2025-02-05 13:00:00,1738742400,5.0,7263.18,37.1,235.8,135.9,82.97,452.64,544.45,78.02,13,5,2,2,36,6,461.85,459.72,372.36,5.0,961.3,0.8313711069310843,106732.512,45173.016500000005,0.0,0.0,0.0,5.0
2025-02-05 14:00:00,1738746000,5.0,7583.62,27.49,263.21,185.97,84.88,532.25,628.28,79.04,14,5,2,2,36,6,544.45,513.95,452.64,5.0,767.71,0.8471541337506301,140093.5225,53328.40639999999,0.0,0.0,0.0,5.0
2025-02-05 15:00:00,1738749600,5.0,5767.82,17.66,208.38,197.41,63.9,432.29,515.32,57.76,15,5,2,2,36,6,628.28,461.85,532.25,5.0,667.57,0.8388768127787067,90080.5902,32928.948000000004,0.0,0.0,0.0,5.0
2025-02-05 16:00:00,1738753200,5.0,3631.59,12.41,135.72,148.77,37.19,242.36,307.25,35.46,16,5,2,2,36,6,515.32,544.45,432.29,5.0,741.0,0.7888039030470174,32893.099200000004,11426.627499999999,0.0,0.0,0.0,5.0
2025-02-05 17:00:00,1738756800,5.0,2162.93,7.6,87.74,97.27,21.7,113.26,166.79,20.77,17,5,2,2,36,6,307.25,628.28,242.36,5.0,947.95,0.6790574933805535,9937.4324,3619.343,0.0,0.0,0.0,5.0
2025-02-05 18:00:00,1738760400,4.0,1441.96,1.79,69.92,64.37,15.26,53.84,101.05,13.81,18,5,2,2,36,6,166.79,515.32,113.26,5.0,1268.39,0.5328055365382927,3764.4928000000004,1542.023,-1.0,-1.0,-1.0,5.0
2025-02-05 19:00:00,1738764000,4.0,1762.39,0.5,90.48,22.53,16.69,55.46,104.56,16.97,19,5,2,2,36,6,101.05,307.25,53.84,4.0,1869.2,0.5304131548353753,5018.0208,1745.1064000000001,0.0,-1.0,-1.0,5.0
2025-02-05 20:00:00,1738767600,4.0,1922.61,1.44,90.48,10.82,22.17,69.43,120.01,21.28,20,5,2,2,36,6,104.56,166.79,55.46,4.0,3471.37,0.5785351172524363,6282.026400000001,2660.6217,0.0,-1.0,-1.0,5.0
2025-02-05 21:00:00,1738771200,5.0,2563.48,9.83,94.59,2.66,30.99,108.37,163.84,32.93,21,5,2,2,36,6,120.01,101.05,69.43,4.0,5981.45,0.6614379842441529,10250.7183,5077.4016,1.0,1.0,0.0,5.0
2025-02-05 22:00:00,1738774800,5.0,3738.4,31.74,98.71,0.02,39.1,179.45,242.8,50.66,22,5,2,2,36,6,163.84,104.56,108.37,5.0,7904.05,0.7390856641718052,17713.509499999996,9493.480000000001,0.0,1.0,0.0,5.0
2025-02-05 23:00:00,1738778400,5.0,5073.55,55.88,102.82,0.0,44.82,266.74,337.71,68.9,23,5,2,2,36,6,242.8,120.01,179.45,5.0,8544.92,0.7898492766283224,27426.2068,15136.162199999999,0.0,1.0,0.0,5.0
2025-02-06 00:00:00,1738782000,5.0,5821.23,74.21,106.93,0.0,44.82,311.22,384.2,74.98,0,6,2,3,37,6,337.71,163.84,266.74,5.0,6942.75,0.8100468484902478,33278.75460000001,17219.844,0.0,0.0,1.0,5.0
2025-02-06 01:00:00,1738785600,5.0,5287.17,67.06,106.93,0.0,38.62,271.48,336.45,61.81,1,6,2,3,37,6,384.2,242.8,311.22,5.0,7263.18,0.806895524425931,29029.356400000004,12993.698999999999,0.0,0.0,1.0,5.0
2025-02-06 02:00:00,1738789200,5.0,3898.62,36.66,98.71,0.01,32.42,194.57,254.56,47.62,2,6,2,3,37,6,336.45,337.71,271.48,5.0,7583.62,0.7643384633707634,19206.004699999998,8252.835200000001,0.0,0.0,1.0,5.0
2025-02-06 03:00:00,1738792800,5.0,2403.26,6.31,78.83,1.81,27.18,122.32,180.14,36.48,3,6,2,3,37,6,254.56,384.2,194.57,5.0,5767.82,0.6790274193459119,9642.4856,4896.205199999999,0.0,0.0,0.0,5.0
2025-02-06 04:00:00,1738796400,5.0,1922.61,0.24,60.32,15.38,26.94,106.29,166.65,33.44,4,6,2,3,37,6,180.14,336.45,122.32,5.0,3631.59,0.6378037765508324,6411.4128,4489.551,0.0,0.0,0.0,5.0
2025-02-06 05:00:00,1738800000,5.0,1789.09,0.01,49.35,30.76,29.8,109.44,173.29,32.42,5,6,2,3,37,6,166.65,254.56,106.29,5.0,2162.93,0.6315424973654423,5400.8640000000005,5164.0419999999995,0.0,0.0,0.0,5.0
